16270.0000,0.0800,1938,10,1,1945,9,30
16270.3500,0.0832,1938,10,1,1945,9,30
16270.4278,0.0832,1938,10,1,1945,9,30
16270.4681,0.0832,1938,10,1,1945,9,30
16270.4944,0.0731,1938,10,1,1945,9,30
16270.7604,0.0798,1938,10,1,1945,9,30
16270.7806,0.0697,1938,10,1,1945,9,30
16271.0000,0.0716,1938,10,1,1945,9,30
16271.4326,0.0754,1938,10,1,1945,9,30
16271.7278,0.0697,1938,10,1,1945,9,30
16272.0000,0.0716,1938,10,1,1945,9,30
16272.0590,0.0716,1938,10,1,1945,9,30
16272.1465,0.0697,1938,10,1,1945,9,30
16272.1500,0.3668,1938,10,1,1945,9,30
16272.1569,1.2656,1938,10,1,1945,9,30
16272.1597,1.2832,1938,10,1,1945,9,30
16272.1743,1.1646,1938,10,1,1945,9,30
16272.1972,1.0082,1938,10,1,1945,9,30
16272.2278,0.9199,1938,10,1,1945,9,30
16272.2431,0.9047,1938,10,1,1945,9,30
16272.2618,0.9038,1938,10,1,1945,9,30
16272.2736,0.8767,1938,10,1,1945,9,30
16272.2917,0.8495,1938,10,1,1945,9,30
16272.3014,0.8495,1938,10,1,1945,9,30
16272.3306,0.8016,1938,10,1,1945,9,30
16272.3500,0.7889,1938,10,1,1945,9,30
16272.3792,0.7434,1938,10,1,1945,9,30
16272.4451,0.6962,1938,10,1,1945,9,30
16272.4764,0.6915,1938,10,1,1945,9,30
16272.5194,0.6627,1938,10,1,1945,9,30
16272.5542,0.6523,1938,10,1,1945,9,30
16272.6118,0.6515,1938,10,1,1945,9,30
16272.6521,0.6356,1938,10,1,1945,9,30
16272.6632,0.6978,1938,10,1,1945,9,30
16272.6882,0.7441,1938,10,1,1945,9,30
16272.7007,0.7018,1938,10,1,1945,9,30
16272.7097,0.6499,1938,10,1,1945,9,30
16272.8222,0.6380,1938,10,1,1945,9,30
16272.8625,0.6356,1938,10,1,1945,9,30
16272.8708,0.6252,1938,10,1,1945,9,30
16272.8813,0.6404,1938,10,1,1945,9,30
16272.9063,0.6388,1938,10,1,1945,9,30
16272.9160,0.6196,1938,10,1,1945,9,30
16272.9306,0.6388,1938,10,1,1945,9,30
16272.9556,0.6252,1938,10,1,1945,9,30
16272.9764,0.6316,1938,10,1,1945,9,30
16273.0000,0.6311,1938,10,1,1945,9,30
16273.2306,0.6260,1938,10,1,1945,9,30
16273.4271,0.6236,1938,10,1,1945,9,30
16273.4542,0.6004,1938,10,1,1945,9,30
16273.5000,0.5944,1938,10,1,1945,9,30
16273.5153,0.5947,1938,10,1,1945,9,30
16273.5694,0.5908,1938,10,1,1945,9,30
16273.5792,0.6140,1938,10,1,1945,9,30
16273.5924,0.6256,1938,10,1,1945,9,30
16273.5965,0.7145,1938,10,1,1945,9,30
16273.6118,0.7010,1938,10,1,1945,9,30
16273.6215,0.6817,1938,10,1,1945,9,30
16273.7125,0.6778,1938,10,1,1945,9,30
16273.7278,0.5850,1938,10,1,1945,9,30
16273.7354,0.6894,1938,10,1,1945,9,30
16273.7590,0.6391,1938,10,1,1945,9,30
16273.8340,0.6179,1938,10,1,1945,9,30
16273.8417,0.7184,1938,10,1,1945,9,30
16273.8632,0.7087,1938,10,1,1945,9,30
16273.8764,0.7397,1938,10,1,1945,9,30
16273.9076,0.7455,1938,10,1,1945,9,30
16273.9326,0.7861,1938,10,1,1945,9,30
16273.9771,0.7861,1938,10,1,1945,9,30
16273.9910,1.0781,1938,10,1,1945,9,30
16273.9986,1.1109,1938,10,1,1945,9,30
16274.0000,1.1642,1938,10,1,1945,9,30
16274.0104,1.5634,1938,10,1,1945,9,30
16274.0160,1.8089,1938,10,1,1945,9,30
16274.0257,1.9192,1938,10,1,1945,9,30
16274.0375,1.9018,1938,10,1,1945,9,30
16274.0375,1.9346,1938,10,1,1945,9,30
16274.0563,1.8031,1938,10,1,1945,9,30
