Date/time,Original gage height (ft),Adjusted gage height (ft),Discharge (cfs),Reported mean daily discharge (cfs),Calculated mean daily discharge (cfs)
17388.97361,1.419826984,1.434826984,665.7231744,466.0,468.650235023
17389.0,1.387276893,1.402276893,613.6430288,466.0,468.650235023
17389.0,1.387276893,1.417276893,637.6430288,350.0,349.185059701
17389.00139,1.38556373,1.41556373,634.901968,350.0,349.185059701
17389.02708,1.347816077,1.377816077,578.9425078,350.0,349.185059701
17389.04653,1.317037222,1.347037222,535.8521108,350.0,349.185059701
17389.05903,1.27580517,1.30580517,478.127238,350.0,349.185059701
17389.07222,1.300776694,1.330776694,513.0873716,350.0,349.185059701
17389.0875,1.269997839,1.299997839,469.9974068,350.0,349.185059701
17389.12431,1.233411652,1.263411652,426.0939824,350.0,349.185059701
17389.15625,1.213666726,1.243666726,402.4000712,350.0,349.185059701
17389.18472,1.183468604,1.213468604,366.1623248,350.0,349.185059701
17389.21042,1.174176874,1.204176874,355.0122488,350.0,349.185059701
17389.25069,1.143978752,1.173978752,323.978752,350.0,349.185059701
17389.26597,1.134106289,1.164106289,314.106289,350.0,349.185059701
17389.28333,1.117845761,1.147845761,297.845761,350.0,349.185059701
17389.29653,1.106811832,1.136811832,286.811832,350.0,349.185059701
17389.34097,1.069064179,1.099064179,249.2513432,350.0,349.185059701
17389.37431,1.073710044,1.103710044,253.710044,350.0,349.185059701
17389.39444,1.055126584,1.085126584,238.1012672,350.0,349.185059701
17389.40278,1.056288051,1.086288051,239.0304408,350.0,349.185059701
17389.41389,1.209601594,1.239601594,397.5219128,350.0,349.185059701
17389.41944,1.265351974,1.295351974,464.4223688,350.0,349.185059701
17389.42431,1.278708836,1.308708836,482.1923704,350.0,349.185059701
17389.42778,1.306003292,1.336003292,520.4046088,350.0,349.185059701
17389.46042,1.35768854,1.38768854,592.763956,350.0,349.185059701
17389.47222,1.369883936,1.399883936,609.8375104,350.0,349.185059701
17389.47778,1.356527074,1.386527074,591.1379036,350.0,349.185059701
17389.48472,1.369883936,1.399883936,609.8375104,350.0,349.185059701
17389.49931,1.363495871,1.393495871,600.8942194,350.0,349.185059701
17389.51111,1.355365608,1.385365608,589.5118512,350.0,349.185059701
17389.52639,1.333878482,1.363878482,559.4298748,350.0,349.185059701
17389.54167,1.319360154,1.349360154,539.1042156,350.0,349.185059701
17389.55972,1.287419833,1.317419833,494.3877662,350.0,349.185059701
17389.57292,1.246768514,1.276768514,442.1222168,350.0,349.185059701
17389.59861,1.206697929,1.236697929,394.0375148,350.0,349.185059701
17389.6125,1.18637227,1.21637227,369.646724,350.0,349.185059701
17389.64097,1.14920535,1.17920535,329.20535,350.0,349.185059701
17389.66597,1.124814559,1.154814559,304.814559,350.0,349.185059701
17389.67292,1.134106289,1.164106289,314.106289,350.0,349.185059701
17389.725,1.082421041,1.112421041,262.421041,350.0,349.185059701
17389.73125,1.089389839,1.119389839,269.389839,350.0,349.185059701
17389.75208,1.090551305,1.120551305,270.551305,350.0,349.185059701
17389.76389,1.064999047,1.094999047,245.9992376,350.0,349.185059701
17389.77986,1.060353183,1.090353183,242.2825464,350.0,349.185059701
17389.79236,1.060353183,1.090353183,242.2825464,350.0,349.185059701
17389.81111,1.048157787,1.078157787,232.5262296,350.0,349.185059701
17389.83681,1.023766996,1.053766996,213.0135968,350.0,349.185059701
17389.84583,1.016217465,1.046217465,206.973972,350.0,349.185059701
17389.86944,1.006925735,1.036925735,199.540588,350.0,349.185059701
17389.94236,0.936076295,0.966076295,150.3242511,350.0,349.185059701
17389.99792,0.856515857,0.886515857,106.33665994,350.0,349.185059701
17390.0,0.8613553,0.8913553,108.369226,350.0,349.185059701
17390.0,0.8613553,0.8813553,104.169226,70.0,69.1527602888
17390.01667,0.900070841,0.920070841,123.64108778,70.0,69.1527602888
17390.04931,0.846062661,0.866062661,97.74631762,70.0,69.1527602888
17390.05625,0.845481928,0.865481928,97.50240976,70.0,69.1527602888
17390.06667,0.897747909,0.917747909,122.29378722,70.0,69.1527602888
17390.07292,0.897747909,0.917747909,122.29378722,70.0,69.1527602888
17390.09375,0.858258057,0.878258057,102.86838394,70.0,69.1527602888
17390.1125,0.824575536,0.844575536,88.72172512,70.0,69.1527602888
17390.11875,0.825156269,0.845156269,88.96563298,70.0,69.1527602888
17390.12639,0.862323188,0.882323188,104.57573896,70.0,69.1527602888
17390.13264,0.871034185,0.891034185,108.2343577,70.0,69.1527602888
17390.16944,0.810637941,0.830637941,82.86793522,70.0,69.1527602888
17390.18819,0.794958146,0.814958146,76.28242132,70.0,69.1527602888
17390.20486,0.788570082,0.808570082,73.59943444,70.0,69.1527602888
17390.21389,0.781601285,0.801601285,70.6725397,70.0,69.1527602888
17390.21944,0.787408616,0.807408616,73.11161872,70.0,69.1527602888
17390.23819,0.757210494,0.777210494,62.93525314,70.0,69.1527602888
17390.25556,0.756629761,0.776629761,62.75522591,70.0,69.1527602888
17390.26042,0.891359844,0.911359844,118.58870952,70.0,69.1527602888
17390.26597,0.890779111,0.910779111,118.25188438,70.0,69.1527602888
17390.28403,0.811218674,0.831218674,83.11184308,70.0,69.1527602888
17390.29444,0.771148089,0.791148089,67.25590759,70.0,69.1527602888
17390.31806,0.718882108,0.738882108,51.05345348,70.0,69.1527602888
17390.32778,0.754887561,0.774887561,62.21514391,70.0,69.1527602888
17390.34097,0.753726095,0.773726095,61.85508945,70.0,69.1527602888
17390.35417,0.741530699,0.761530699,58.07451669,70.0,69.1527602888
17390.36319,0.79553888,0.81553888,76.5263296,70.0,69.1527602888
17390.37847,0.752564629,0.772564629,61.49503499,70.0,69.1527602888
17390.40347,0.714236243,0.734236243,49.61323533,70.0,69.1527602888
17390.41528,0.712494043,0.732494043,49.07315333,70.0,69.1527602888
17390.41597,0.720043574,0.740043574,51.41350794,70.0,69.1527602888
17390.43194,0.723527973,0.743527973,52.49367163,70.0,69.1527602888
17390.43681,0.843158995,0.863158995,96.5267779,70.0,69.1527602888
17390.44097,0.852450725,0.872450725,100.4293045,70.0,69.1527602888
17390.45833,0.78450495,0.80450495,71.892079,70.0,69.1527602888
17390.48403,0.691587651,0.711587651,42.59217181,70.0,69.1527602888
17390.49444,0.671842725,0.691842725,37.2053995,70.0,69.1527602888
17390.49792,0.673848466,0.693848466,37.64666252,70.0,69.1527602888
17390.50833,0.68967169,0.70967169,41.9982239,70.0,69.1527602888
17390.52014,0.702055084,0.722055084,45.83707604,70.0,69.1527602888
17390.54514,0.701367117,0.721367117,45.62380627,70.0,69.1527602888
17390.54722,0.708934746,0.728934746,47.96977126,70.0,69.1527602888
17390.55625,0.714438477,0.734438477,49.67592787,70.0,69.1527602888
17390.58056,0.715126443,0.735126443,49.88919733,70.0,69.1527602888
17390.58611,0.70824678,0.72824678,47.7565018,70.0,69.1527602888
17390.60139,0.701367117,0.721367117,45.62380627,70.0,69.1527602888
17390.61319,0.709622713,0.729622713,48.18304103,70.0,69.1527602888
17390.62361,0.716502376,0.736502376,50.31573656,70.0,69.1527602888
17390.64722,0.677976263,0.697976263,38.55477786,70.0,69.1527602888
17390.65486,0.680040162,0.700040162,39.01245022,70.0,69.1527602888
17390.66528,0.703431016,0.723431016,46.26361496,70.0,69.1527602888
17390.67569,0.704118982,0.724118982,46.47688442,70.0,69.1527602888
17390.67778,0.774291544,0.794291544,68.23037864,70.0,69.1527602888
17390.67986,0.823825117,0.843825117,88.40654914,70.0,69.1527602888
17390.68472,0.830016814,0.850016814,91.00706188,70.0,69.1527602888
17390.70069,0.807313926,0.827313926,81.47184892,70.0,69.1527602888
17390.71736,0.767411881,0.787411881,66.09768311,70.0,69.1527602888
17390.71875,0.757092387,0.777092387,62.89863997,70.0,69.1527602888
17390.72986,0.742645095,0.762645095,58.41997945,70.0,69.1527602888
17390.74167,0.719942207,0.739942207,51.38208417,70.0,69.1527602888
17390.74861,0.741957128,0.761957128,58.20670968,70.0,69.1527602888
17390.75347,0.762596117,0.782596117,64.60479627,70.0,69.1527602888
17390.76389,0.755028488,0.775028488,62.25883128,70.0,69.1527602888
17390.78264,0.722006106,0.742006106,52.02189286,70.0,69.1527602888
17390.79583,0.724070005,0.744070005,52.66170155,70.0,69.1527602888
17390.80347,0.760532218,0.780532218,63.96498758,70.0,69.1527602888
17390.80764,0.785986971,0.805986971,72.51452782,70.0,69.1527602888
17390.81389,0.785277506,0.805277506,72.21655252,70.0,69.1527602888
17390.82708,0.757124635,0.777124635,62.90863685,70.0,69.1527602888
17390.83403,0.749868741,0.769868741,60.65930971,70.0,69.1527602888
17390.84097,0.791372457,0.811372457,74.77643194,70.0,69.1527602888
17390.84861,0.797177173,0.817177173,77.21441266,70.0,69.1527602888
17390.86597,0.763219587,0.783219587,64.79807197,70.0,69.1527602888
17390.89375,0.695884886,0.715884886,43.92431466,70.0,69.1527602888
17390.89653,0.760607465,0.780607465,63.98831415,70.0,69.1527602888
17390.90556,0.784406799,0.804406799,71.85085558,70.0,69.1527602888
17390.92083,0.756834399,0.776834399,62.81866369,70.0,69.1527602888
17390.94167,0.710977146,0.730977146,48.60291526,70.0,69.1527602888
17390.94306,0.789050571,0.809050571,73.80123982,70.0,69.1527602888
17390.94861,0.857836451,0.877836451,102.69130942,70.0,69.1527602888
17390.96111,0.808496368,0.828496368,81.96847456,70.0,69.1527602888
17390.99583,0.683114512,0.703114512,39.96549872,70.0,69.1527602888
17391.0,0.663088243,0.683088243,35.27941346,70.0,69.1527602888
17391.0,0.663088243,0.693088243,37.47941346,64.0,63.8855108417
17391.00139,0.65641282,0.68641282,36.0108204,64.0,63.8855108417
17391.00972,0.644803389,0.674803389,33.45674558,64.0,63.8855108417
17391.02361,0.645093624,0.675093624,33.52059728,64.0,63.8855108417
17391.025,0.752190627,0.782190627,64.47909437,64.0,63.8855108417
17391.02708,0.793113872,0.823113872,79.70782624,64.0,63.8855108417
17391.03264,0.799208823,0.829208823,82.26770566,64.0,63.8855108417
17391.05347,0.756253928,0.786253928,65.73871768,64.0,63.8855108417
17391.07708,0.678180503,0.708180503,41.53595593,64.0,63.8855108417
17391.08403,0.665990601,0.695990601,38.11793222,64.0,63.8855108417
17391.08542,0.753932042,0.783932042,65.01893302,64.0,63.8855108417
17391.09444,0.763509822,0.793509822,67.98804482,64.0,63.8855108417
17391.10833,0.737678838,0.767678838,59.98043978,64.0,63.8855108417
17391.12083,0.716491626,0.746491626,53.41240406,64.0,63.8855108417
17391.13264,0.684855926,0.714855926,43.60533706,64.0,63.8855108417
17391.15833,0.651188576,0.681188576,34.86148672,64.0,63.8855108417
17391.19167,0.651769047,0.681769047,34.98919034,64.0,63.8855108417
17391.19236,0.782084912,0.812084912,75.07566304,64.0,63.8855108417
17391.19722,0.807625661,0.837625661,85.80277762,64.0,63.8855108417
17391.20556,0.794274815,0.824274815,80.1954223,64.0,63.8855108417
17391.22292,0.73825931,0.76825931,60.1603861,64.0,63.8855108417
17391.24722,0.664249186,0.694249186,37.73482092,64.0,63.8855108417
17391.25278,0.638708437,0.668708437,32.11585614,64.0,63.8855108417
17391.26667,0.625647827,0.655647827,29.24252194,64.0,63.8855108417
17391.28403,0.626228299,0.656228299,29.37022578,64.0,63.8855108417
17391.28889,0.688338756,0.718338756,44.68501436,64.0,63.8855108417
17391.29167,0.726649878,0.756649878,56.56146218,64.0,63.8855108417
17391.30278,0.726649878,0.756649878,56.56146218,64.0,63.8855108417
17391.31528,0.691821585,0.721821585,45.76469135,64.0,63.8855108417
17391.33472,0.652059283,0.682059283,35.05304226,64.0,63.8855108417
17391.35972,0.638998673,0.668998673,32.17970806,64.0,63.8855108417
17391.38542,0.639579145,0.669579145,32.3074119,64.0,63.8855108417
17391.39236,0.647705746,0.677705746,34.09526412,64.0,63.8855108417
17391.40417,0.647705746,0.677705746,34.09526412,64.0,63.8855108417
17391.40417,0.747256619,0.777256619,62.94955189,64.0,63.8855108417
17391.40833,0.766992652,0.796992652,69.06772212,64.0,63.8855108417
17391.41667,0.744934733,0.774934733,62.22976723,64.0,63.8855108417
17391.42708,0.691821585,0.721821585,45.76469135,64.0,63.8855108417
17391.44097,0.653220226,0.683220226,35.30844972,64.0,63.8855108417
17391.44444,0.654090934,0.684090934,35.50000548,64.0,63.8855108417
17391.44931,0.680792625,0.710792625,42.34571375,64.0,63.8855108417
17391.45694,0.835778531,0.865778531,97.62698302,64.0,63.8855108417
17391.45694,0.686597341,0.716597341,44.14517571,64.0,63.8855108417
17391.46667,0.854934093,0.884934093,105.67231906,64.0,63.8855108417
17391.48542,0.829103109,0.859103109,94.82330578,64.0,63.8855108417
17391.49028,0.807915897,0.837915897,85.92467674,64.0,63.8855108417
17391.50486,0.78498727,0.81498727,76.2946534,64.0,63.8855108417
17391.51597,0.834327353,0.864327353,97.01748826,64.0,63.8855108417
17391.53056,0.834327353,0.864327353,97.01748826,64.0,63.8855108417
17391.54375,0.807915897,0.837915897,85.92467674,64.0,63.8855108417
17391.56806,0.7608977,0.7908977,67.178287,64.0,63.8855108417
17391.59236,0.800660002,0.830660002,82.87720084,64.0,63.8855108417
17391.6,0.793694343,0.823694343,79.95162406,64.0,63.8855108417
17391.61597,0.755673456,0.785673456,65.55877136,64.0,63.8855108417
17391.625,0.733325301,0.763325301,58.63084331,64.0,63.8855108417
17391.63681,0.714750211,0.744750211,52.87256541,64.0,63.8855108417
17391.64653,0.793694343,0.823694343,79.95162406,64.0,63.8855108417
17391.64792,0.773668075,0.803668075,71.5405915,64.0,63.8855108417
17391.65625,0.789147316,0.819147316,78.04187272,64.0,63.8855108417
17391.65833,0.952066334,0.982066334,159.59847372,64.0,63.8855108417
17391.67292,0.989990475,1.019990475,185.99238,64.0,63.8855108417
17391.68194,0.937748035,0.967748035,151.2938603,64.0,63.8855108417
17391.68681,0.893245216,0.923245216,125.48222528,64.0,63.8855108417
17391.70486,0.83906787,0.86906787,99.0085054,64.0,63.8855108417
17391.7125,0.798434861,0.828434861,81.94264162,64.0,63.8855108417
17391.72847,0.748127326,0.778127326,63.21947106,64.0,63.8855108417
17391.73681,0.710203184,0.740203184,51.46298704,64.0,63.8855108417
17391.74931,0.777924866,0.807924866,73.32844372,64.0,63.8855108417
17391.75,0.685436398,0.715436398,43.78528338,64.0,63.8855108417
17391.75069,0.741935629,0.771935629,61.30004499,64.0,63.8855108417
17391.76528,0.754706004,0.784706004,65.25886124,64.0,63.8855108417
17391.76944,0.745418459,0.775418459,62.37972229,64.0,63.8855108417
17391.77292,0.777924866,0.807924866,73.32844372,64.0,63.8855108417
17391.77431,0.866543524,0.896543524,110.54828008,64.0,63.8855108417
17391.77708,0.874283145,0.904283145,114.4842241,64.0,63.8855108417
17391.77986,0.854934093,0.884934093,105.67231906,64.0,63.8855108417
17391.78403,0.827458439,0.857458439,94.13254438,64.0,63.8855108417
17391.79444,0.795339013,0.825339013,80.64238546,64.0,63.8855108417
17391.81875,0.710977146,0.740977146,51.70291526,64.0,63.8855108417
17391.83472,0.679631682,0.709631682,41.98582142,64.0,63.8855108417
17391.83819,0.694723943,0.724723943,46.66442233,64.0,63.8855108417
17391.83889,0.750062231,0.780062231,63.81929161,64.0,63.8855108417
17391.84375,0.762832606,0.792832606,67.77810786,64.0,63.8855108417
17391.87569,0.70865526,0.73865526,50.9831306,64.0,63.8855108417
17391.88056,0.709816203,0.739816203,51.34302293,64.0,63.8855108417
17391.88194,0.755092985,0.785092985,65.37882535,64.0,63.8855108417
17391.88264,0.793017127,0.823017127,79.66719334,64.0,63.8855108417
17391.88681,0.801530709,0.831530709,83.24289778,64.0,63.8855108417
17391.89306,0.769024302,0.799024302,69.69753362,64.0,63.8855108417
17391.90625,0.735743933,0.765743933,59.38061923,64.0,63.8855108417
17391.92014,0.698980734,0.728980734,47.98402754,64.0,63.8855108417
17391.92431,0.708268279,0.738268279,50.86316649,64.0,63.8855108417
17391.92639,0.814688065,0.844688065,88.7689873,64.0,63.8855108417
17391.93194,0.838293908,0.868293908,98.68344136,64.0,63.8855108417
17391.9375,0.809657311,0.839657311,86.65607062,64.0,63.8855108417
17391.94722,0.789147316,0.819147316,78.04187272,64.0,63.8855108417
17391.95694,0.756640909,0.786640909,65.85868179,64.0,63.8855108417
17391.96875,0.718329786,0.748329786,53.98223366,64.0,63.8855108417
17391.98125,0.69008017,0.72008017,45.2248527,64.0,63.8855108417
17391.99792,0.678083758,0.708083758,41.50596498,64.0,63.8855108417
17391.99931,0.781407695,0.811407695,74.7912319,64.0,63.8855108417
17392.0,0.832267653,0.862267653,96.15241426,64.0,63.8855108417
17392.0,0.832267653,0.837267653,85.65241426,329.0,329.256148909
17392.01806,0.854626558,0.859626558,95.04315436,329.0,329.256148909
17392.02153,0.819411283,0.824411283,80.25273886,329.0,329.256148909
17392.02292,0.846112975,0.851112975,91.4674495,329.0,329.256148909
17392.04028,0.818637321,0.823637321,79.92767482,329.0,329.256148909
17392.05347,0.779939217,0.784939217,65.33115727,329.0,329.256148909
17392.07222,0.748980734,0.753980734,55.73402754,329.0,329.256148909
17392.09306,0.748980734,0.753980734,55.73402754,329.0,329.256148909
17392.10278,0.727696777,0.732696777,49.13600087,329.0,329.256148909
17392.11181,0.726148853,0.731148853,48.65614443,329.0,329.256148909
17392.12431,0.72885772,0.73385772,49.4958932,329.0,329.256148909
17392.125,0.841469202,0.846469202,89.51706484,329.0,329.256148909
17392.12569,0.849208823,0.854208823,92.76770566,329.0,329.256148909
17392.13125,0.876297496,0.881297496,104.14494832,329.0,329.256148909
17392.15,0.846112975,0.851112975,91.4674495,329.0,329.256148909
17392.17014,0.821733169,0.826733169,81.22793098,329.0,329.256148909
17392.19722,0.769103748,0.774103748,61.97216188,329.0,329.256148909
17392.22292,0.754011488,0.759011488,57.29356128,329.0,329.256148909
17392.22847,0.745884886,0.750884886,54.77431466,329.0,329.256148909
17392.24306,0.745884886,0.750884886,54.77431466,329.0,329.256148909
17392.24653,0.735436398,0.740436398,51.53528338,329.0,329.256148909
17392.24722,1.213047382,1.218047382,371.6568584,329.0,329.256148909
17392.25694,1.344705729,1.349705729,539.5880206,329.0,329.256148909
17392.275,1.449072763,1.454072763,696.5164208,329.0,329.256148909
17392.29653,1.522455834,1.527455834,819.4205012,329.0,329.256148909
17392.31597,1.545286123,1.550286123,860.5150214,329.0,329.256148909
17392.34861,1.50451775,1.50951775,787.13195,329.0,329.256148909
17392.37778,1.453964968,1.458964968,704.3439488,329.0,329.256148909
17392.39444,1.467010847,1.472010847,725.2173552,329.0,329.256148909
17392.41389,1.452334233,1.457334233,701.7347728,329.0,329.256148909
17392.425,1.439390274,1.444390274,681.0244384,329.0,329.256148909
17392.4375,1.399029585,1.404029585,616.447336,329.0,329.256148909
17392.44931,1.454984177,1.459984177,705.9746832,329.0,329.256148909
17392.47639,1.411871623,1.416871623,636.9945968,329.0,329.256148909
17392.48542,1.383435683,1.388435683,593.8099562,329.0,329.256148909
17392.49097,1.39077399,1.39577399,604.083586,329.0,329.256148909
17392.52153,1.34940584,1.35440584,546.168176,329.0,329.256148909
17392.58542,1.260428866,1.265428866,428.5146392,329.0,329.256148909
17392.60625,1.225571908,1.230571908,386.6862896,329.0,329.256148909
17392.62569,1.211812582,1.216812582,370.1750984,329.0,329.256148909
17392.66806,1.141181376,1.146181376,296.181376,329.0,329.256148909
17392.70764,1.090730514,1.095730514,246.5844112,329.0,329.256148909
17392.75625,1.043031518,1.048031518,208.4252144,329.0,329.256148909
17392.80556,1.006339983,1.011339983,179.0719864,329.0,329.256148909
17392.87361,0.968731159,0.973731159,154.76407222,329.0,329.256148909
17392.92222,0.936626065,0.941626065,136.1431177,329.0,329.256148909
17392.94583,0.931122335,0.936122335,132.9509543,329.0,329.256148909
17392.95208,0.917363009,0.922363009,124.97054522,329.0,329.256148909
17392.96458,0.926535893,0.931535893,130.29081794,329.0,329.256148909
17392.96944,0.915528432,0.920528432,123.90649056,329.0,329.256148909
17392.98819,0.917363009,0.922363009,124.97054522,329.0,329.256148909
17392.99444,0.902686395,0.907686395,116.4581091,329.0,329.256148909
17393.0,0.921003143,0.926003143,127.08182294,329.0,329.256148909
17393.0,0.921003143,0.911003143,118.38182294,514.0,517.054728127
17393.00486,0.928280297,0.918280297,122.60257226,514.0,517.054728127
17393.00833,0.947543354,0.937543354,133.77514532,514.0,517.054728127
17393.01806,0.979648447,0.969648447,152.39609926,514.0,517.054728127
17393.03056,0.970475563,0.960475563,147.07582654,514.0,517.054728127
17393.04028,0.997994215,0.987994215,163.0366447,514.0,517.054728127
17393.04097,1.084219323,1.074219323,229.3754584,514.0,517.054728127
17393.04792,1.097061361,1.087061361,239.6490888,514.0,517.054728127
17393.05417,1.14292578,1.13292578,282.92578,514.0,517.054728127
17393.075,1.167692567,1.157692567,307.692567,514.0,517.054728127
17393.08542,1.173196297,1.163196297,313.196297,514.0,517.054728127
17393.08819,1.152098664,1.142098664,292.098664,514.0,517.054728127
17393.09653,1.135587473,1.125587473,275.587473,514.0,517.054728127
17393.11319,1.14292578,1.13292578,282.92578,514.0,517.054728127
17393.125,1.162188836,1.152188836,302.188836,514.0,517.054728127
17393.14792,1.123662724,1.113662724,263.662724,514.0,517.054728127
17393.17708,1.086971189,1.076971189,231.5769512,514.0,517.054728127
17393.20347,1.067708132,1.057708132,216.1665056,514.0,517.054728127
17393.21806,1.051196941,1.041196941,202.9575528,514.0,517.054728127
17393.25069,1.032851174,1.022851174,188.2809392,514.0,517.054728127
17393.27917,1.033768462,1.023768462,189.0147696,514.0,517.054728127
17393.28681,1.056586011,1.046586011,207.2688088,514.0,517.054728127
17393.29028,1.132950269,1.122950269,272.950269,514.0,517.054728127
17393.30069,1.246464707,1.236464707,393.7576484,514.0,517.054728127
17393.31181,1.323860915,1.313860915,489.405281,514.0,517.054728127
17393.32917,1.359463171,1.349463171,539.2484394,514.0,517.054728127
17393.33472,1.337792232,1.327792232,508.9091248,514.0,517.054728127
17393.35556,1.319733117,1.309733117,483.6263638,514.0,517.054728127
17393.37847,1.288774634,1.278774634,444.5295608,514.0,517.054728127
17393.39722,1.270199544,1.260199544,422.2394528,514.0,517.054728127
17393.43333,1.300642053,1.290642053,458.7704636,514.0,517.054728127
17393.44375,1.335212359,1.325212359,505.2973026,514.0,517.054728127
17393.45069,1.419832213,1.409832213,625.7315408,514.0,517.054728127
17393.45972,1.578752426,1.568752426,893.7543668,514.0,517.054728127
17393.46458,1.670595926,1.660595926,1071.191852,514.0,517.054728127
17393.47361,1.758311628,1.748311628,1256.2855816,514.0,517.054728127
17393.48333,1.758311628,1.748311628,1256.2855816,514.0,517.054728127
17393.49167,1.715485726,1.705485726,1162.0685972,514.0,517.054728127
17393.50764,1.68968699,1.67968699,1109.37398,514.0,517.054728127
17393.52431,1.702070384,1.692070384,1134.140768,514.0,517.054728127
17393.55694,1.672659825,1.662659825,1075.31965,514.0,517.054728127
17393.62431,1.597843491,1.587843491,928.1182838,514.0,517.054728127
17393.675,1.49826037,1.48826037,751.216592,514.0,517.054728127
17393.72847,1.394549451,1.384549451,588.3692314,514.0,517.054728127
17393.74653,1.373394488,1.363394488,558.7522832,514.0,517.054728127
17393.77708,1.332632485,1.322632485,501.685479,514.0,517.054728127
17393.82083,1.275875266,1.265875266,429.0503192,514.0,517.054728127
17393.83542,1.2588481,1.2488481,408.61772,514.0,517.054728127
17393.84167,1.240273011,1.230273011,386.3276132,514.0,517.054728127
17393.85486,1.225825718,1.215825718,368.9908616,514.0,517.054728127
17393.87361,1.208798553,1.198798553,348.798553,514.0,517.054728127
17393.87917,1.194351261,1.184351261,334.351261,514.0,517.054728127
17393.90139,1.160296929,1.150296929,300.296929,514.0,517.054728127
17393.91806,1.147397561,1.137397561,287.397561,514.0,517.054728127
17393.93542,1.126242598,1.116242598,266.242598,514.0,517.054728127
17393.94306,1.121598825,1.111598825,261.598825,514.0,517.054728127
17393.95625,1.110087679,1.100087679,250.087679,514.0,517.054728127
17393.96111,1.190890378,1.180890378,330.890378,514.0,517.054728127
17393.96944,1.291893753,1.281893753,448.2725036,514.0,517.054728127
17393.98264,1.387846959,1.377846959,578.9857426,514.0,517.054728127
17393.99167,1.416464582,1.406464582,620.3433312,514.0,517.054728127
17394.0,1.372305619,1.362305619,557.2278666,514.0,517.054728127
17394.0,1.372305619,1.412305619,629.6889904,362.0,362.793029196
17394.01528,1.364680855,1.404680855,617.489368,362.0,362.793029196
17394.02986,1.38319814,1.42319814,647.117024,362.0,362.793029196
