19550.000000,-0.52,1952.00,1,1,1953,7,13
19550.451389,-0.52,1952.00,1,1,1953,7,13
19550.807639,-0.53,1952.00,1,1,1953,7,13
19551.000000,-0.53,1952.00,1,1,1953,7,13
19551.236111,-0.53,1952.00,1,1,1953,7,13
19551.365278,-0.53,1952.00,1,1,1953,7,13
19551.401389,-0.53,1952.00,1,1,1953,7,13
19551.504861,-0.53,1952.00,1,1,1953,7,13
19551.708333,-0.53,1952.00,1,1,1953,7,13
19551.832639,-0.53,1952.00,1,1,1953,7,13
19552.000000,-0.55,1952.00,1,1,1953,7,13
19552.354861,-0.55,1952.00,1,1,1953,7,13
19552.476389,-0.55,1952.00,1,1,1953,7,13
19552.661111,-0.55,1952.00,1,1,1953,7,13
19552.687500,-0.56,1952.00,1,1,1953,7,13
19552.831944,-0.24,1952.00,1,1,1953,7,13
19552.834028,0.80,1952.00,1,1,1953,7,13
19552.840278,0.81,1952.00,1,1,1953,7,13
19552.846528,0.80,1952.00,1,1,1953,7,13
19552.872222,0.71,1952.00,1,1,1953,7,13
19552.897917,0.64,1952.00,1,1,1953,7,13
19552.909028,0.60,1952.00,1,1,1953,7,13
19552.926389,0.55,1952.00,1,1,1953,7,13
19552.950694,0.49,1952.00,1,1,1953,7,13
19552.984722,0.43,1952.00,1,1,1953,7,13
19553.000000,0.40,1953.00,7,13,1953,9,30
19553.003472,0.39,1953.00,7,13,1953,9,30
19553.030556,0.36,1953.00,7,13,1953,9,30
19553.064583,0.33,1953.00,7,13,1953,9,30
19553.103472,0.30,1953.00,7,13,1953,9,30
19553.138194,0.28,1953.00,7,13,1953,9,30
19553.197222,0.25,1953.00,7,13,1953,9,30
19553.203472,0.50,1953.00,7,13,1953,9,30
19553.206250,0.57,1953.00,7,13,1953,9,30
19553.213889,0.60,1953.00,7,13,1953,9,30
19553.225694,0.61,1953.00,7,13,1953,9,30
19553.238194,0.60,1953.00,7,13,1953,9,30
19553.253472,0.74,1953.00,7,13,1953,9,30
19553.254167,0.59,1953.00,7,13,1953,9,30
19553.255556,1.64,1953.00,7,13,1953,9,30
19553.260417,1.99,1953.00,7,13,1953,9,30
19553.263889,2.26,1953.00,7,13,1953,9,30
19553.275000,2.55,1953.00,7,13,1953,9,30
19553.275694,2.61,1953.00,7,13,1953,9,30
19553.281250,2.65,1953.00,7,13,1953,9,30
19553.285417,2.76,1953.00,7,13,1953,9,30
19553.288889,2.59,1953.00,7,13,1953,9,30
19553.290278,2.78,1953.00,7,13,1953,9,30
19553.296528,2.84,1953.00,7,13,1953,9,30
19553.298611,2.91,1953.00,7,13,1953,9,30
19553.304861,2.98,1953.00,7,13,1953,9,30
19553.312500,2.94,1953.00,7,13,1953,9,30
19553.318056,3.01,1953.00,7,13,1953,9,30
19553.333333,3.05,1953.00,7,13,1953,9,30
19553.342361,2.96,1953.00,7,13,1953,9,30
19553.357639,2.91,1953.00,7,13,1953,9,30
19553.360417,2.86,1953.00,7,13,1953,9,30
19553.381944,2.82,1953.00,7,13,1953,9,30
19553.389583,2.81,1953.00,7,13,1953,9,30
19553.392361,2.79,1953.00,7,13,1953,9,30
19553.409722,2.78,1953.00,7,13,1953,9,30
19553.436111,2.80,1953.00,7,13,1953,9,30
19553.492361,2.90,1953.00,7,13,1953,9,30
19553.508333,2.88,1953.00,7,13,1953,9,30
19553.535417,2.86,1953.00,7,13,1953,9,30
19553.547917,2.85,1953.00,7,13,1953,9,30
19553.581944,2.83,1953.00,7,13,1953,9,30
19553.623611,2.75,1953.00,7,13,1953,9,30
19553.665972,2.51,1953.00,7,13,1953,9,30
19553.703472,2.44,1953.00,7,13,1953,9,30
19553.724306,2.40,1953.00,7,13,1953,9,30
19553.738889,2.35,1953.00,7,13,1953,9,30
19553.756250,2.27,1953.00,7,13,1953,9,30
19553.778472,2.19,1953.00,7,13,1953,9,30
19553.799306,2.13,1953.00,7,13,1953,9,30
19553.838194,2.02,1953.00,7,13,1953,9,30
19553.847222,1.97,1953.00,7,13,1953,9,30
19553.854167,1.94,1953.00,7,13,1953,9,30
19553.885417,1.86,1953.00,7,13,1953,9,30
19553.915972,1.75,1953.00,7,13,1953,9,30
19553.965278,1.59,1953.00,7,13,1953,9,30
19553.981250,1.57,1953.00,7,13,1953,9,30
19553.994444,1.57,1953.00,7,13,1953,9,30
